,E1,pt1,eta1,phi1
60,-0.8539676,-0.2686085,0.16909331,-0.12896705
61,-1.0921,-0.5313806,0.22383708,0.98636734
62,0.86588943,1.3418293,0.64234954,-0.9252015
63,0.5118741,1.2211727,0.36460054,-1.5379953
64,-0.7925185,-0.3004367,0.36441162,-0.12227509
65,1.0080081,1.2990272,0.8164319,0.24433266
66,0.3361241,0.3818272,-0.9173512,-0.7785165
67,-0.072799906,-0.08350317,-0.8987609,-0.56174076
68,-1.4443957,-1.2357675,-0.6326235,0.19172473
69,-0.23715937,0.32604378,0.35696676,1.5093547
70,1.4250506,-1.1247302,2.4440572,0.37340406
71,-1.2957851,-1.3326349,0.82869345,-0.35746056
72,-0.076724395,0.29481077,-0.59488845,0.9579783
73,-0.1424915,-1.3037795,1.6192381,-0.3022483
74,0.79254615,-0.43836403,1.7003355,-0.3942448
75,-0.28213033,0.057723768,-0.5857888,-0.6412867
76,0.3772824,0.055497717,1.104723,-0.64045763
77,-0.99323416,-0.44820175,0.28489602,-0.23306198
78,-0.10513072,0.5717349,-0.13223068,-1.1015719
79,-1.0063471,-0.4306934,0.21804695,-0.37136093
80,-0.8334556,-0.7846125,0.7823811,-1.0098462
81,1.2386705,-0.6031189,-2.0667562,1.9619496
82,1.2896882,0.9063308,1.3190955,1.0316546
83,0.20527396,0.9737339,-0.05095392,0.63939005
84,-0.06389975,-0.41053945,1.0997889,0.7945116
85,0.13690996,0.41416648,0.7009683,-1.3742461
86,-0.38237438,-2.4350343,2.1162572,-0.77141297
87,0.22043954,0.49817607,0.70135975,1.6910481
88,-0.37292552,-0.099488996,0.62662905,1.3144244
89,0.16384985,-1.966033,-2.1061041,2.0935717
90,-0.38605475,0.08205242,0.43638828,0.73358804
91,1.0377235,1.0603073,1.0120144,0.21321797
92,0.3971461,0.8393466,-0.6136601,-1.5641502
93,1.0050024,1.7793832,0.37644053,1.4930605
94,1.5285568,-0.24413526,2.0843198,0.49575007
95,0.079522446,0.80664396,0.14468141,-0.9358227
96,1.9204512,-0.9949121,-2.4770546,0.7980951
97,-0.5866878,-0.015986094,0.20427091,-0.39923456
98,-0.2856888,-0.5233036,1.0132599,-0.7039706
99,1.4211081,2.3545413,0.19216108,0.64685154
100,-0.10701275,0.53054696,-0.2747238,0.8788735
101,0.3720274,0.9189514,-0.5235809,-1.0497807
102,0.8270367,0.03555603,1.4430475,1.3405209
103,0.01874399,0.31448376,-0.6707785,-1.571313
104,-1.8675581,-2.394334,1.1051581,2.6171393
105,0.2626822,0.074448355,1.017464,-0.76121086
106,-0.10267269,0.33439872,0.51348424,0.28778222
107,0.079775624,0.54064995,-0.54371,0.7425585
108,1.1222544,-0.09509969,-1.7488338,-0.78575283
109,1.518954,1.1703445,-1.3522031,0.9739438
110,0.30872026,0.8553046,0.43555546,-0.40816668
111,-0.51301605,-0.535246,0.87511027,-1.8105698
112,0.4672688,0.8365988,0.6677405,-1.0308299
113,-0.7081312,-0.18182115,-0.2743884,-0.43812516
114,-0.047630996,0.5950738,0.27843916,-0.5527069
115,0.8519212,1.1774405,-0.73970574,0.59159154
116,0.56369585,0.891566,0.722744,-0.1766498
117,-0.046149373,-0.75420964,1.3553596,1.0865605
118,-0.77495027,-0.59897405,0.67724633,-2.1399367
119,-0.04097614,-0.5138806,-1.2299021,0.33666727
120,1.4844483,0.11501083,1.8506769,-0.0061037852
121,1.1053947,0.11534224,1.6005257,0.8221354
122,-0.21929719,-0.3105063,-0.9412295,0.7639018
123,0.021684678,0.71134824,-0.23419555,-0.0005811463
124,-1.3279738,-0.7754671,0.16444404,1.6388698
125,1.3756939,1.3926575,-1.0600425,-0.65389574
126,0.7491812,1.5305929,0.13255116,1.1339223
127,-1.3651246,-1.0195569,-0.49714434,0.62450767
128,0.34324935,-0.7671606,-1.6231562,0.3996696
129,0.20277256,0.18016742,0.9021106,0.6833019
130,-1.5929776,-1.1961962,-0.40583318,1.6810052
131,0.9239763,-0.3936834,-1.7757989,-0.20279376
132,0.49689022,1.139383,0.41599676,-2.8081417
133,-0.860157,-0.38153645,-0.39223114,0.19797337
134,-0.93363225,-1.6754439,-1.3611284,-1.7915853
135,0.56875116,1.3859484,0.16172256,0.042089626
136,0.8718111,1.2848883,-0.686099,0.88685125
137,-0.49044606,-0.48371166,-0.8754374,0.4253286
138,-0.117983036,0.55196565,0.025678908,0.16507651
139,0.15213893,-0.50624216,-1.3517039,-1.240252
140,0.0757729,0.75924784,0.3159235,-0.6341075
141,1.9833412,0.34204006,-2.068383,0.8154374
142,-0.30710706,-1.052361,-1.4134495,-1.2809829
143,0.055082485,-0.6717949,-1.4137962,-1.8902563
144,-0.0322143,0.43995607,-0.516576,-0.40581653
145,1.5732551,0.3557587,1.8029096,2.2696052
146,2.1685665,-0.108215295,-2.3679636,0.038985215
147,-0.10881494,-0.13584474,-0.9052385,1.1468775
148,0.64526856,1.4118466,0.24675766,-0.013942634
149,-0.9805414,-2.4595544,-1.7821695,1.3702418
150,2.3914263,-0.22183137,-2.4630215,-0.106947154
151,-2.0973985,-1.6464229,0.23929618,0.22155909
152,0.46573186,1.238391,0.12785594,0.8650279
153,1.2119291,1.3645633,-0.9870987,0.6728226
154,0.6270585,0.34896252,-1.1519152,0.20712303
155,0.9186317,1.4910058,-0.57108593,1.2131903
156,-0.8714265,-1.3806056,1.1704866,1.4922395
157,-0.29749414,0.37845653,0.17324583,0.7343314
158,-1.7441735,-1.2999908,-0.30054054,0.10284943
159,-0.8186104,-1.4854902,-1.3223484,-1.3138754
160,-0.33413693,0.3480655,0.03322348,-1.7904223
161,-0.73265564,-0.60199374,0.66711825,0.29893726
162,-0.9137621,-0.6228408,-0.59565353,0.4725903
163,2.3325758,1.1791215,-1.8956488,0.28950974
164,1.8794729,0.049192745,2.1640086,1.0907962
165,0.4970298,0.706675,0.80713916,0.12620859
166,-1.8594501,-1.5403911,-0.39338857,0.9035188
167,-1.4751999,-1.0118481,0.26572606,-0.047952473
168,1.9518046,1.050768,-1.7155682,0.09548952
169,-0.6418031,-0.14471008,0.32954466,1.7015908
170,-0.6686394,-0.059314057,-0.06662695,0.6685432
171,1.3615471,-0.32714668,2.0249999,-1.8122666
172,0.3423338,1.0793235,-0.1850179,1.5204637
173,-1.3818381,-1.1886479,0.61656123,-1.168296
174,-0.98843944,-1.1951002,-1.0004245,1.6772997
175,0.23517965,0.7982539,-0.45314035,0.39551228
176,0.56330967,0.23545296,1.1364155,0.32463175
177,-0.7061857,-1.0975513,1.0773717,-0.19374004
178,0.49048674,-0.5593219,1.5665433,-0.22497317
179,-0.6402855,-0.029991122,-0.04826396,-0.41813678
180,-0.96315503,-1.3101611,1.0764178,-0.08161632
181,0.072221994,0.6096928,-0.4938796,0.023380028
182,0.8037924,-0.6540023,-1.830668,0.94751257
183,0.6848807,1.0561471,0.71965337,1.0495363
184,0.8830177,1.7045882,-0.25940722,-1.2411085
185,2.1038687,2.4932563,0.8003162,-0.29989812
186,-0.26982343,0.08430033,0.55145204,1.6864146
187,-0.087078564,-0.6851827,1.2701092,1.0115423
188,-1.0493103,-0.77040654,-0.5982832,1.3945799
189,0.22539864,0.98198104,0.094761655,1.4578942
190,0.25494453,-0.99346244,1.6756939,-1.4834098
191,-0.60274655,-0.015986094,0.055713154,-0.69321555
192,1.2611514,1.44949,0.9580904,0.27530944
193,1.2425941,2.0221248,0.45272088,-0.40328768
194,-0.765817,-1.5629795,1.3795828,-0.89906585
195,0.7869465,0.8911833,0.914903,-0.8279707
196,-2.058963,-1.5483649,0.10968372,-0.020361574
197,0.94167876,1.6391692,0.46005544,-1.2116218
198,-0.9976574,-1.199816,0.9724332,-0.6181116
199,-0.20710853,0.024001474,0.6768444,-0.11436217
200,0.021385089,0.5505915,-0.32072404,-0.6258291
201,0.26743317,0.7123884,0.58176,0.08795232
202,0.7424681,1.5588744,0.1640112,-0.3761399
203,0.62767124,0.48983037,-1.0820845,-0.047930703
204,-1.037249,-0.50031537,0.13432626,1.3879502
205,0.76949996,0.56118363,-1.1349075,0.6723763
206,0.3020003,0.73393786,-0.6219229,-0.3745915
207,-0.72166973,-0.6045764,-0.7610802,0.11478146
208,-0.6149972,-0.27603683,-0.48932478,0.04391291
209,-0.69238967,-0.1583483,-0.21863751,0.3833553
210,-0.011758985,0.010908734,-0.8519425,1.535776
211,-2.0400445,-1.8051755,0.5479346,-0.46454424
212,-0.93152964,-0.61662656,0.5232772,-0.58670074
213,1.8085198,0.7291151,1.7734826,-0.71862733
214,1.1105328,1.9729693,0.32655066,0.79936945
215,-1.6382445,-1.1886623,-0.27116168,0.029576048
216,0.3120048,1.0709362,0.2047585,0.87121356
217,-0.16601254,-0.012043086,0.71596545,1.3927314
218,0.47506177,0.14234005,1.1218725,0.24151272
219,-1.2341567,-1.0146071,0.617068,2.1134682
220,0.30850682,1.0536706,-0.17306508,-1.7995936
221,-0.42626995,-1.0428945,1.2813746,0.49412498
222,1.5109978,1.2581617,-1.2818424,-0.06987681
223,0.29321346,0.95762247,-0.21202454,2.080115
224,0.0007795176,0.68729275,0.25592747,-1.7615271
225,-0.16771026,0.028981926,-0.73526865,0.045546927
226,0.6586863,1.2728708,0.4780306,1.7353475
227,-0.67827547,-0.17427953,-0.34095493,-0.04333948
228,-0.064983666,-0.89970875,-1.476486,0.76722956
229,-0.055687625,0.43226442,0.48512033,-0.07544887
230,0.2148436,-0.22732982,-1.2109865,0.92832077
231,-0.21046296,0.48540142,0.046891,-1.4971706
232,1.2144781,-0.683086,2.1306076,1.0445998
233,0.37172714,0.7473716,-0.6595705,0.6866309
234,0.2827328,-0.054199956,1.1028831,-0.28039268
235,-0.28369823,0.114522435,0.5007744,-0.18656446
236,-0.037674412,0.470594,-0.4769671,-0.532037
237,-2.1827352,-1.886686,-0.49991873,-0.68579143
238,-0.76055723,-0.4397885,0.5117446,-0.55186844
239,-0.6866724,-0.09858144,0.19156376,-1.5871171
240,0.0004150442,0.7297218,-0.073570855,-0.04025686
241,-0.6537835,-0.07791938,0.1381788,-0.7033905
242,0.84696835,0.4664103,-1.260187,0.09239373
243,-0.3866072,0.24544185,-0.19842868,-0.50307626
244,0.5808451,1.1612434,-0.532069,0.6666736
245,-0.5451567,-0.36102167,-0.7191168,-0.17820133
246,0.6151402,1.4233334,0.11227205,0.18852517
247,0.6341146,0.12632804,1.2439889,-0.99743944
248,0.51068944,0.6419742,-0.8903094,1.6711955
249,0.90605384,0.64915687,1.1547766,-1.0338613
250,-0.38008863,-0.057804525,-0.59869885,0.55554664
251,0.08595929,0.13835569,-0.8788237,-1.2958484
252,0.7147452,1.3712828,-0.4779651,-0.14243884
253,1.2121931,2.1452827,0.2004142,1.6463606
254,1.9032074,0.58959585,1.9179224,0.16059634
255,0.1456285,0.5367643,0.5974291,0.25665984
256,1.4480224,2.2183836,-0.48861775,-0.9134789
257,-0.7553318,-0.22819157,0.3113984,-2.2491357
258,-2.102391,-1.5642308,0.089706436,-0.25812218
259,0.6549844,1.050209,-0.69877934,-1.6580666
260,0.9265705,1.3367748,-0.71240544,0.18798494
261,-0.93369,-0.6515715,0.56341994,-1.2798967
262,-1.7784871,-1.702677,-0.7049149,-0.16529042
263,-0.23185618,0.33642444,0.34881836,0.23974575
264,1.3663844,0.55395484,1.545074,-1.6444623
265,0.117345385,-0.587116,-1.3848253,-1.3159622
266,0.56765664,-0.2638505,1.4547395,-0.64678156
267,-0.5103155,-0.079571925,0.4592821,1.5241889
268,0.8373618,1.7006712,-0.0935105,0.9102975
269,-0.5766966,0.059720688,0.020434793,-2.165916
270,-1.9907107,-1.473357,0.12957297,-0.119768694
271,-0.91870815,-0.4972736,0.3867262,0.28841117
272,-0.27126193,0.39097404,-0.13659142,2.4409463
273,-0.3331891,0.35988596,-0.016289204,0.29400167
274,0.6227332,0.21649987,1.2010154,-0.6618595
275,0.75688463,1.2403955,0.6266821,1.3475778
276,-0.15995325,0.5537767,0.15400454,-0.5982474
277,-0.80657357,-0.88831633,-0.9208907,-1.6281463
278,1.6005936,1.7999214,0.9820068,-1.4630728
279,1.0001822,-0.995644,2.1594982,1.0019585
280,-0.53625554,0.03324377,0.28625336,0.9310465
281,-0.60653985,-0.031346112,0.2452019,-0.8903331
282,0.40327635,1.1151769,0.26259795,0.37812984
283,-0.8835201,-0.8355658,0.7868388,1.1170145
284,0.2355996,1.0020491,0.08379415,0.4005875
285,-0.7536981,-0.30954435,-0.33824465,-1.5624876
286,0.21381989,0.47004303,0.68668574,-1.0834744
287,-0.9730012,-0.39032337,-0.15275922,-0.17657563
288,0.28182337,0.48409235,-0.7992228,1.1231861
289,-1.5021023,-1.0338025,-0.24934006,-1.9977237
290,1.2825155,1.9974941,-0.4951106,-0.5256238
291,-1.934092,-1.5784671,-0.4687667,0.43269187
292,1.7497103,1.3296329,-1.4455956,-0.39630166
293,-0.6475976,-0.07550649,0.2373454,1.1659329
294,-0.03676805,-1.1236764,-1.6035167,-0.06873507
295,0.9766158,0.68296975,1.1959102,0.5675526
296,0.98622614,-0.3138243,1.7596432,0.1943191
297,1.5670003,1.6826303,-1.0620406,-0.9011251
298,-0.103612095,0.62129366,-0.026974035,0.19333817
299,-1.1995813,-0.74200726,-0.33026904,-0.12187149
300,-0.48045808,-0.5066716,-0.89976335,1.1822792
301,0.037235204,0.033526592,-0.88837993,-0.35806257
302,0.35483694,0.06904647,-1.1107701,0.32732412
303,0.1455406,0.9058804,0.108094536,-0.4016966
304,0.87886906,1.0415672,-0.91322756,0.65045
305,0.6519229,0.4812108,1.070112,-0.95561105
306,-1.4576682,-1.0240529,0.3051678,-1.5662584
307,1.2606468,-0.7114903,2.1784015,-0.05219226
308,0.22013283,0.67756736,-0.5506876,-0.8784019
309,-0.7915362,-0.8438088,0.87373,-1.9307889
310,-0.3614484,-0.63467795,1.0323111,-0.9303916
311,1.6821221,1.6096754,1.172177,0.6137602
312,-1.245524,-0.6899713,0.012194066,-0.7435756
313,-2.3893318,-2.3572245,0.6476152,-0.19013828
314,-1.3421578,-0.82013834,-0.09675976,0.5570005
315,0.6179048,1.4696478,0.14223063,-0.6260191
316,-0.20165555,-0.46108204,1.0395643,0.8436783
317,0.67396986,0.11768605,1.2900641,0.086433135
318,-0.12241555,-0.31867316,-1.0149169,-0.28578788
319,0.4992162,1.0349256,-0.5550608,0.34236082
320,0.11080945,0.48341593,0.6121405,1.1773854
321,-0.6568137,-1.5172172,1.4217235,0.10207837
322,-0.35277942,-0.57471764,0.9982864,0.9638698
323,2.0739706,-1.3647372,3.2316377,-1.8360577
324,0.4428249,0.97617614,0.51524854,-1.3997644
325,1.3956879,1.0474584,-1.3273189,-0.71309435
326,1.2091435,1.3943398,0.94452375,-0.7627044
327,1.0474068,0.38272813,-1.4833809,-0.0868849
328,0.13352194,0.27570677,-0.8159379,1.1509169
329,-0.8828013,-1.6708455,-1.4027389,1.1288034
330,0.30987445,1.0051053,0.31842655,-0.11439234
331,-1.272584,-1.0386343,0.47569573,0.016892975
332,-0.6946047,-0.24279867,-0.21710998,0.9952969
333,0.17132996,0.8848582,-0.09930223,0.5176346
334,-1.62663,-1.1304568,0.21381435,-0.5496359
335,0.826024,1.1350067,0.757191,1.3266815
336,0.69192946,0.5943519,1.0198709,-0.8476171
337,0.12062605,0.7611533,-0.3686928,-0.39216706
338,0.79464895,0.33481243,1.2631854,-0.44394103
339,0.62702745,1.1355894,-0.60293645,1.6041381
340,1.9934791,-0.01039717,-2.2297924,0.7053566
341,0.8950678,0.4440425,-1.3179598,-0.21489902
342,-1.2974479,-1.1616365,-0.71190286,-0.90097505
343,0.37984118,1.0217893,-0.361253,-0.56122357
344,0.0944966,0.8380325,0.110561274,-0.02354346
345,0.46083376,-0.5822667,1.5604938,0.93724006
346,0.43325803,0.14436345,1.0915545,0.6005673
347,-0.40467995,0.23386315,-0.15113358,0.6876335
348,-1.6639116,-1.2320529,0.33938166,0.010860719
349,0.56157166,1.3810301,-0.05292199,-0.59482485
350,-1.2997422,-0.8063342,-0.262811,0.45888555
351,-1.7677649,-1.2459512,0.027283726,-0.55681455
352,-0.79168725,-0.38414752,-0.45421815,-0.1265421
353,-0.90645176,-0.30200318,-0.046140492,1.733496
354,-1.5874488,-1.1247709,0.160931,0.23826091
355,-2.2283149,-1.6897589,0.02522273,0.03150376
356,0.1047413,0.58894855,0.50343364,-1.3129659
357,-0.08045995,0.11806628,-0.7325393,-0.8381284
358,-0.0139678335,0.5342378,-0.3974133,2.8099225
359,-0.56850135,-1.0885552,1.2077037,0.94930995
360,-1.0988271,-1.5622772,-1.1794527,0.35532027
361,-0.245566,0.3161724,0.35791296,-0.45697916
362,0.6617915,1.524937,-0.07719091,-0.8418321
363,-1.02161,-1.1891915,-0.97250944,-0.8278778
364,0.19340497,0.95754325,0.057969082,-0.36098847
365,0.37167525,0.6729599,-0.7245174,-2.5035834
366,-0.46567756,0.124351576,-0.24551828,-0.1412023
367,0.21126442,0.9400431,0.18230632,-0.06852219
368,-1.0505035,-0.4438704,0.073397554,-0.19137266
369,0.89337516,0.26485994,1.3788477,-0.41338876
370,0.68183804,1.1953195,-0.6024669,0.43685585
371,-0.86997485,-0.3372248,0.20909442,-0.5088419
372,-0.34770223,-1.0750339,1.3512324,1.574829
373,0.9591632,0.6258314,1.1954877,-0.71555394
374,2.0791,-0.21420813,2.411823,0.3867285
375,-0.26951727,-0.12072292,-0.75453776,0.56553733
376,0.9993229,0.9031035,-1.1094836,-1.058889
377,-1.1764077,-0.69500965,-0.25787637,1.0964942
378,-0.2417214,-0.09875026,-0.6994041,-0.35468107
379,1.2849953,1.9437147,0.57410043,1.1802285
380,0.9699361,-0.9925084,2.1403673,-0.47588518
381,-0.2956892,-0.15300313,-0.74756193,-0.26108065
382,0.33421147,-0.1528694,1.2111574,-0.52401245
383,0.43646705,-0.1307886,-1.3097882,0.26962742
384,-0.5198617,-0.036237814,0.40895054,-0.9004641
385,-1.08951,-0.5996406,-0.19006768,-0.26524535
386,-1.6240854,-1.4211556,0.58429116,0.7313242
387,-1.0510832,-0.47547573,-0.19730397,2.2982588
388,-0.8243677,-1.0373783,0.97911066,1.2686492
389,1.2079979,1.4754452,0.88630307,-0.0866691
390,-0.2006796,0.51755315,0.052126586,-0.23049325
391,-0.27746132,0.26422885,0.16098367,1.1539435
392,0.4831523,-1.0720702,1.8851516,0.34169337
393,0.28030667,-0.09189855,1.1201866,-1.7354026
394,-0.24129088,0.20347288,-0.45726925,-0.9517981
395,-1.2186055,-0.72250867,0.30621776,-0.32226446
396,0.055451434,0.60947794,-0.43960366,0.37691295
397,0.7558186,1.6219846,0.107150525,1.3079665
398,-1.8507662,-1.5782026,-0.54114157,0.5426891
399,-0.42950177,0.13919204,0.3066847,-0.24656092
400,-0.68935806,-0.19275312,-0.35246435,0.1504927
401,-1.78287,-1.2875268,-0.16466813,0.6560366
402,0.101278804,0.43446234,0.65332896,0.50900495
403,-0.4633305,-1.3264519,1.4366893,0.76020044
404,1.0246198,0.37395665,1.4186932,0.052722283
405,0.47702074,0.24820344,1.0684841,-0.37643313
406,1.3075855,0.9389963,1.3043435,-2.135875
407,-1.6117842,-1.4331015,0.58087456,-0.72573364
408,2.5118475,0.30269623,2.5751953,1.0925618
409,-1.3830504,-0.8136081,-0.032993153,0.088745005
410,0.9307022,0.6313178,-1.2345252,0.05954371
411,0.34805316,-0.3838226,-1.4275312,2.0110352
412,-0.17111468,-0.41594312,1.0332564,0.5925464
413,0.5624516,1.3305166,-0.02957674,-0.63852876
414,-1.4177784,-1.4229633,0.77327186,-1.653389
415,0.49276674,1.0876304,0.4826799,-0.2823362
416,-0.38324198,-0.1917771,0.6931578,-0.526743
417,-0.78323835,-0.8560267,-0.9133621,0.9420382
418,0.909601,1.1269621,0.8661047,1.497307
419,0.37928268,-0.9571134,-1.744748,-0.49760592
420,0.25567275,0.905099,0.30165315,0.21555007
421,-0.3745575,-0.032417893,0.5525884,0.93127567
422,-0.1624776,-0.32465035,0.9848248,1.0007793
423,0.47880495,1.284569,0.0955104,0.9315767
424,-0.025777148,-0.41637263,1.1183907,0.035398576
425,1.0361214,-1.0771794,-2.1836088,-0.5338952
426,-0.8381884,-0.9622243,-0.948468,0.55474573
427,0.5938263,1.1273845,-0.55629694,1.6112759
428,0.26104185,-1.3735207,-1.9059384,-0.16133407
429,-0.95110434,-1.1323518,-0.9775027,-0.038512547
430,-1.1467208,-0.57003516,-0.023327164,0.3541302
431,2.5571134,-0.07683967,-2.5562809,-0.35158986
432,0.881816,1.5904726,0.39076966,0.4650225
433,-1.3511474,-0.78261244,-0.047334623,-1.8849504
434,1.3086326,0.85110587,-1.4021573,-0.098816775
435,-0.35337,-0.036691114,0.578375,0.52052206
436,0.34904885,-1.0816811,-1.7931463,1.3912059
437,2.3215833,1.3440782,1.7910714,-1.0508853
438,-0.3099361,0.13434437,-0.48863247,1.2987581
439,2.1944544,1.1946245,1.8069062,-0.27932185
440,0.45504317,1.1433878,-0.3442643,-0.49263555
441,-0.1269019,-0.6280344,-1.2419835,-0.55715847
442,-1.415596,-1.9740764,-1.174017,-0.01996775
443,-0.9939031,-0.41624877,0.102124654,1.0015446
444,-0.17047654,0.1138485,0.6371469,-1.0219516
445,-0.33686748,-0.062031575,0.60328764,1.6187184
446,1.3138902,-0.21506993,-1.9210235,1.4280312
447,1.1568567,-0.1284919,1.7747532,0.23370337
448,0.70476586,-0.42681572,-1.663409,1.1912494
449,-1.4341456,-0.9226164,0.14570631,1.9738818
450,-0.6418209,-0.8935964,1.0136459,-2.4608283
451,-0.32633957,0.32752076,0.14555234,-0.349664
452,-1.2087538,-0.66665846,0.2302525,-0.48686644
453,0.55105907,0.33863118,-1.1013554,1.2209092
454,0.87982947,1.4775635,-0.56568116,0.1346147
455,1.3521533,2.2636952,-0.27210426,-0.31948966
456,-1.5320408,-1.0572501,-0.27255028,-1.8166254
457,1.4672393,2.373645,0.10231629,1.2751861
458,-0.28209585,0.14115444,0.4893156,-1.4778004
459,0.7611566,1.1136621,0.74040526,0.40626103
460,-0.2232382,-0.21205431,-0.8696799,-0.76511574
461,1.2971715,-0.59051126,2.1335883,-0.1041064
462,-1.1599582,-0.6925307,-0.32763416,-0.25739798
463,-0.15438588,0.280906,-0.5176862,0.59954846
464,1.2671455,1.7524704,-0.6826714,-0.042471834
465,2.3738742,0.9285047,-2.070794,-1.3749907
466,-1.4771512,-1.040765,-0.2855786,2.4302197
467,0.49181667,1.1312475,-0.45137805,-0.9524696
468,-0.6866205,-0.101679035,0.13983044,-0.96929014
469,1.4483552,1.6581669,0.94427294,-0.59960365
470,0.5549262,0.7394189,0.8428593,-0.6486791
471,-1.8597225,-1.4016479,-0.24254653,0.7500328
472,-1.3677967,-0.8100573,-0.11480247,0.67180264
473,-1.040643,-0.8910926,0.7061812,-0.3134517
474,-0.3206367,0.35580173,-0.11710451,-0.048396353
475,-0.5444695,-0.9157,1.0932153,0.65528494
476,0.6615492,0.9125678,-0.8242511,0.95844185
477,-1.7417464,-1.8090714,0.7952653,-0.58364004
478,-0.8402953,-0.6646327,-0.6734889,0.5673613
479,-0.84339476,-0.8030029,-0.8244553,-0.15129368
480,-0.3540198,-0.07454927,0.6146667,-1.1334629
481,-0.18685435,0.26492122,0.49284658,-0.9984302
482,1.0959128,-0.6653216,2.0517023,-0.68589014
483,0.89643735,1.7831638,-0.035602506,0.63821596
484,-0.25264326,0.34665507,0.3066091,1.0153104
485,-0.5525495,0.057684183,-0.1502111,1.5510621
486,-1.0092156,-0.63222665,-0.48844242,0.043933854
487,-1.3013533,-1.7386822,1.0794765,-0.6474951
488,0.60387474,-0.14942205,-1.4471649,-0.07331345
489,0.017906003,0.7718896,0.014819573,-0.5656819
490,-0.6095569,-2.0361276,-1.7207682,-1.6663246
491,-0.82989204,-0.8299929,0.831397,0.43072766
492,-0.42046514,0.033169344,-0.46347392,-0.94113946
493,0.14935751,-0.5946249,-1.4136397,-0.45982525
494,-0.8264035,-0.36675528,-0.42793643,-0.30896807
495,-0.7486932,-0.8092351,0.87316287,0.3828033
496,1.0064232,0.023426063,-1.6011426,-0.1943017
497,-0.6959192,-0.24314024,0.31970683,0.7954065
498,1.1468688,1.9876446,0.26672104,-0.6127962
499,0.5919798,0.7704032,-0.8760674,0.7607109
500,0.52378243,-0.79337084,-1.7452815,-1.1070011
501,0.24329945,0.34345922,0.83751917,0.5842291
